artist,url,life,artworks
José Pedro Costigliolo,/en/costigliolo,1902 - 1985,13
Peter Joseph,/en/peter-joseph,born 1929,18
Joshu Shunso,/en/joshu-shunso,1750 - 1835,6
Josignacio,/en/josignacio,born 1963,6
Paja Jovanovic,/en/paja-jovanovic,1859 - 1957,15
Donald Judd,/en/donald-judd,1928 - 1994,0
Julio Pomar,/en/julio-pomar,born 1926,30
Ilya Kabakov,/en/ilya-kabakov,born 1933,19
Kiyokata Kaburagi,/en/kiyokata-kaburagi,1887 - 1972,24
Bela Kadar,/en/bela-kadar,1877 - 1956,26
Frida Kahlo,/en/frida-kahlo,1907 - 1954,99
Wolf Kahn,/en/wolf-kahn,born 1927,21
Vytautas Kairiukstis,/en/vytautas-kairiukstis,1890 - 1961,23
David Kakabadze,/en/david-kakabadze,1889 - 1952,72
Willem Kalf,/en/willem-kalf,1619 - 1693,23
Kamal-ol-Molk,/en/kamal-ol-molk,1845 - 1940,27
Akira Kanayama,/en/akira-kanayama,1924 - 2006,8
Wassily Kandinsky,/en/wassily-kandinsky,1866 - 1944,224
Paul Kane,/en/paul-kane,1810 - 1871,40
Kanō Eitoku,/en/kano-eitoku,1543 - 1590,10
Kanō Masanobu,/en/kano-masanobu,c.1434 - c.1530,5
Kanō Motonobu,/en/kano-motonobu,1476 - 1559,33
Nabil Kanso,/en/nabil-kanso,born 1946,9
Anish Kapoor,/en/anish-kapoor,born 1954,13
Allan Kaprow,/en/allan-kaprow,1927 - 2006,21
Ahmed Karahisari,/en/ahmed-karahisari,1468 - 1566,11
Gertrude Kasebier,/en/gertrude-kasebier,1852 - 1934,29
Vytautas Kasiulis,/en/vytautas-kasiulis,1918 - 1995,9
Lajos Kassak,/en/lajos-kassak,1887 - 1967,25
Jacob Kassay,/en/jacob-kassay,born 1984,10
Katsuhito Nishikawa,/en/katsuhito-nishikawa,born 1949,26
Alex Katz,/en/alex-katz,born 1927,0
Angelica Kauffman,/en/angelica-kauffman,1741 - 1807,58
Craig Kauffman,/en/craig-kauffman,1932 - 2010,18
Wilhelm von Kaulbach,/en/wilhelm-von-kaulbach,1805 - 1874,57
Kaoru Kawano,/en/kaoru-kawano,1916 - 1965,47
On Kawara,/en/on-kawara,1933 - 2014,16
Hasui Kawase,/en/hasui-kawase,1883 - 1957,71
Louay Kayyali,/en/louay-kayyali,1934 - 1978,23
Vasile Kazar,/en/vasile-kazar,1913 - 1998,38
Kazimierz Mikulski,/en/kazimierz-mikulski,1918 - 1998,15
Kazuaki Tanahashi,/en/kazuaki-tanahashi,born c.1933,33
Kazuo Shiraga,/en/kazuo-shiraga,1924 - 2008,48
Keido Fukushima,/en/keido-fukushima,1933 - 2011,11
Ellsworth Kelly,/en/ellsworth-kelly,born 1923,145
John Frederick Kensett,/en/john-frederick-kensett,1816 - 1872,15
Andre Kertesz,/en/andre-kertesz,1894 - 1985,17
Rashid Al Khalifa,/en/rashid-al-khalifa,born 1952,50
Fernand Khnopff,/en/fernand-khnopff,1858 - 1921,34
Petro Kholodny (Elder),/en/petro-kholodny-elder,1876 - 1930,19
Valentin Khrushch,/en/valentin-khrushch,1943 - 2005,4
Alexander Khvostenko-Khvostov,/en/alexander-khvostenko-khvostov,1895 - 1968,21
Yuriy Khymych,/en/khimich-yuriy-ivanovich,1928 - 2003,75
Abbas Kiarostami,/en/abbas-kiarostami,1940 - 2016,44
Anselm Kiefer,/en/anselm-kiefer,born 1945,39
Manfred Kielnhofer,/en/manfred-kielnhofer,born 1967,14
Michel Kikoine,/en/michel-kikoine,1892 - 1968,17
Oliver Kilbourn,/en/oliver-kilbourn,1904 - 1993,10
Kim Tschang-yeul,/en/kim-tschang-yeul,born 1929,15
Phillip King,/en/phillip-king,born 1934,15
Thomas Kinkade,/en/thomas-kinkade,1958 - 2012,30
Lyman Kipp,/en/lyman-kipp,born 1929,12
Martin Kippenberger,/en/martin-kippenberger,1953 - 1997,22
Orest Kiprensky,/en/orest-kiprensky,1782 - 1836,228
Ernst Ludwig Kirchner,/en/ernst-ludwig-kirchner,1880 - 1938,390
Raphael Kirchner,/en/raphael-kirchner,1876 - 1917,525
Moise Kisling,/en/moise-kisling,1891 - 1953,133
R. B. Kitaj,/en/r-b-kitaj,1932 - 2007,22
Theodor Severin Kittelsen,/en/theodor-severin-kittelsen,1857 - 1914,375
Konrad Klapheck,/en/konrad-klapheck,born 1935,10
Abdul Mati Klarwein,/en/abdul-mati-klarwein,1932 - 2002,77
Paul Klee,/en/paul-klee,1879 - 1940,211
Yves Klein,/en/yves-klein,1928 - 1962,98
Paula Klien,/en/paula-klien,born 1968,41
Gustav Klimt,/en/gustav-klimt,1862 - 1918,160
Franz Kline,/en/franz-kline,1910 - 1962,37
Max Klinger,/en/max-klinger,1857 - 1920,8
Hilma af Klint,/en/hilma-af-klint,1862 - 1944,25
Kmetty János,/en/kmetty-janos,1889 - 1975,169
Karl Knaths,/en/karl-knaths,1891 - 1971,30
Ludwig Knaus,/en/ludwig-knaus,1829 - 1910,94
Daniel Ridgway Knight,/en/daniel-ridgway-knight,1839 - 1924,23
Laura Knight,/en/laura-knight,1877 - 1970,43
Winifred Knights,/en/winifred-knights,1899 - 1947,9
Imi Knoebel,/en/imi-knoebel,born 1940,15
Alison Knowles,/en/alison-knowles,born 1933,10
Nikolaus Knüpfer,/en/nikolaus-knupfer,1609 - 1655,14
Christen Kobke,/en/christen-kobke,1810 - 1848,21
Katarzyna Kobro,/en/katarzyna-kobro,1898 - 1951,9
Joseph Anton Koch,/en/joseph-anton-koch,1768 - 1839,73
Yervand Kochar,/en/yervand-kochar,1899 - 1979,23
Oskar Kokoschka,/en/oskar-kokoschka,1886 - 1980,98
Johann Koler,/en/johann-koler,1826 - 1899,16
Kathe Kollwitz,/en/kathe-kollwitz,1867 - 1945,46
Babken Kolozyan,/en/babken-kolozyan,1909 - 1994,5
Pyotr Konchalovsky,/en/pyotr-konchalovsky,1876 - 1956,925
Yov Kondzelevych,/en/yov-kondzelevych,1667 - c.1748,17
Salomon Koninck,/en/salomon-koninck,1609 - 1656,21
Alekos Kontopoulos,/en/alekos-kontopoulos,1904 - 1975,79
Jeff Koons,/en/jeff-koons,born 1955,22
Wanda Koop,/en/wanda-koop,born 1951,11
Harriet Korman,/en/harriet-korman,born 1947,11
Aladar Korosfoi-Kriesch,/en/aladar-korosfoi-kriesch,1863 - 1920,18
Konstantin Korovin,/en/konstantin-korovin,1861 - 1939,317
Alexei Korzukhin,/en/aleksey-ivanovich-korzukhin,1835 - 1894,45
Gyula Kosice,/en/gyula-kosice,born 1924,24
Ohara Koson,/en/ohara-koson,1877 - 1945,130
Joseph Kosuth,/en/joseph-kosuth,born 1945,23
Wilhelm Kotarbinski,/en/wilhelm-kotarbinski,1849 - 1921,119
Jannis Kounellis,/en/jannis-kounellis,born 1936,14
Joyce Kozloff,/en/joyce-kozloff,born 1942,56
Ivan Kramskoy,/en/ivan-kramskoy,1837 - 1887,157
Edward Krasinski,/en/edward-krasinski,1925 - 2004,15
Lee Krasner,/en/lee-krasner,1908 - 1984,23
Michael Krebber,/en/michael-krebber,born 1954,10
Pinchus Kremegne,/en/pinchus-kremegne,1890 - 1981,12
Veniamin Kremer,/en/veniamin-kremer,1899 - 1977,13
John Lewis Krimmel,/en/john-lewis-krimmel,1786 - 1821,20
Leon Kroll,/en/leon-kroll,1884 - 1974,12
Peder Severin Kroyer,/en/peder-severin-kroyer,1851 - 1909,58
Barbara Kruger,/en/barbara-kruger,born 1945,22
Alfred Freddy Krupa,/en/alfred-freddy-krupa,born 1971,626
Nicholas Krushenick,/en/nicholas-krushenick,1929 - 1999,17
Fedir Krychevsky,/en/fedir-krychevsky,1879 - 1947,23
Vasyl Hryhorovych Krychevsky,/en/vasyl-hryhorovych-krychevsky,1873 - 1952,1 artwork
Alfred Kubin,/en/alfred-kubin,1877 - 1959,26
John C. Kuchera,/en/john-c-kuchera,born 1962,6
Gary Kuehn,/en/gary-kuehn,born 1939,13
Heinrich Kuhn,/en/heinrich-kuhn,1866 - 1944,22
Arkhip Kuindzhi,/en/arkhip-kuindzhi,1842 - 1910,178
Kukryniksy,/en/kukryniksy,,174
Nikolai Kulbin,/en/nikolai-kulbin,1868 - 1917,18
Yasuo Kuniyoshi,/en/yasuo-kuniyoshi,1889 - 1953,93
Moshe Kupferman,/en/moshe-kupferman,1926 - 2003,38
Frantisek Kupka,/en/frantisek-kupka,1871 - 1957,84
Aki Kuroda,/en/aki-kuroda,born 1944,22
Max Kurzweil,/en/max-kurzweil,1867 - 1916,16
Yayoi Kusama,/en/yayoi-kusama,born 1929,27
Vladimir Kush,/en/vladimir-kush,born 1965,10
Boris Kustodiev,/en/boris-kustodiev,1878 - 1927,645
Manfred Kuttner,/en/manfred-kuttner,1937 - 2007,13
Nikolai Kuznetsov,/en/nikolai-dmitriyevich-kuznetsov,1850 - 1929,20
Henry Herbert La Thangue,/en/henry-herbert-la-thangue,1859 - 1929,63
Georges de la Tour,/en/georges-de-la-tour,1593 - 1652,60
Maurice Quentin de La Tour,/en/maurice-quentin-de-la-tour,1704 - 1788,148
Felix Labisse,/en/felix-labisse,1905 - 1982,24
Georges Lacombe,/en/georges-lacombe,1868 - 1916,23
Lev Lagorio,/en/lev-lagorio,1826 - 1905,56
Maria Lai,/en/maria-lai,1919 - 2013,8
Wolfgang Laib,/en/wolfgang-laib,born 1950,10
Vajda Lajos,/en/vajda-lajos,1908 - 1941,44
Maxime Lalanne,/en/maxime-lalanne,1827 - 1886,21
Georges Lallemand,/en/georges-lallemand,c.1575 - 1636,8
Yves Laloy,/en/yves-laloy,1920 - 1999,12
Wifredo Lam,/en/wifredo-lam,1902 - 1982,28
Giulia Lama,/en/giulia-lama,1681 - 1747,12
George Lambert,/en/george-lambert,1700 - 1765,39
George Washington Lambert,/en/george-washington-lambert,1873 - 1930,51
Jim Lambie,/en/jim-lambie,born 1964,11
Vilho Lampi,/en/vilho-lampi,1898 - 1936,15
Mark Lancaster,/en/mark-lancaster,born 1938,19
Eugene Lanceray,/en/evgeniy-evgenevich,1875 - 1946,36
Ronnie Landfield,/en/ronnie-landfield,born 1947,150
Edwin Henry Landseer,/en/edwin-henry-landseer,1802 - 1873,53
Jérôme-Martin Langlois,/en/jerome-martin-langlois,1779 - 1838,9
Fernando Lanhas,/en/fernando-lanhas,1923 - 2012,14
Andre Lanskoy,/en/andre-lanskoy,1902 - 1976,49
Alvaro Lapa,/en/alvaro-lapa,1939 - 2006,22
Charles Lapicque,/en/charles-lapicque,1898 - 1988,64
Mikhail Larionov,/en/mikhail-larionov,1881 - 1964,60
Marcus Larson,/en/marcus-larson,1825 - 1864,18
Carl Larsson,/en/carl-larsson,1853 - 1919,117
Philip de Laszlo,/en/philip-de-laszlo,1869 - 1937,16
Dorothy Lathrop,/en/dorothy-lathrop,1891 - 1980,117
Sydney Laurence,/en/sydney-laurence,1865 - 1940,16
Marie Laurencin,/en/marie-laurencin,1883 - 1956,33
Henri Laurens,/en/henri-laurens,1885 - 1954,35
Jean-Paul Laurens,/en/jean-paul-laurens,1838 - 1921,13
John Lavery,/en/john-lavery,1856 - 1941,20
Bob Law,/en/bob-law,1934 - 2004,15
Jacob Lawrence,/en/jacob-lawrence,1917 - 2000,37
Thomas Lawrence,/en/thomas-lawrence,1769 - 1830,203
Bice Lazzari,/en/bice-lazzari,1900 - 1981,28
Pietro Lazzari,/en/pietro-lazzari,1895 - 1979,21
Charles Le Brun,/en/charles-le-brun,1619 - 1690,67
Henri Le Fauconnier,/en/henri-le-fauconnier,1881 - 1946,21
Jacques Le Marechal,/en/jacques-le-marechal,born 1928,11
Jean Le Moal,/en/jean-le-moal,1909 - 2007,17
Le Nain brothers,/en/le-nain-brothers,c.1599 - c.1648,44
Julio Le Parc,/en/julio-le-parc,born 1928,35
Le Pho,/en/le-pho,1907 - 2001,46
Blek le Rat,/en/blek-le-rat,born 1952,29
Eustache Le Sueur,/en/eustache-le-sueur,1617 - 1655,33
Edward Lear,/en/edward-lear,1812 - 1888,31
Klavdy Lebedev,/en/klavdy-lebedev,1852 - 1916,16
Mikhail Lebedev,/en/mikhail-lebedev,1811 - 1837,16
Walter Leblanc,/en/walter-leblanc,1932 - 1986,15
Lech Jankowski,/en/lech-jankowski,born 1956,40
Bart van der Leck,/en/bart-van-der-leck,1876 - 1958,17
Fernand Leduc,/en/fernand-leduc,1916 - 2014,10
Alan Lee,/en/alan-lee,born 1947,15
John Lee,/en/john-lee,born 1839,4
Lee Ufan,/en/lee-ufan,born 1936,19
John Leech,/en/john-leech,1817 - 1864,119
Jules Joseph Lefebvre,/en/jules-joseph-lefebvre,1836 - 1911,14
Jules Lefranc,/en/jules-lefranc,1887 - 1972,33
Silvestro Lega,/en/silvestro-lega,1826 - 1895,35
Fernand Leger,/en/fernand-leger,1881 - 1955,443
Wilhelm Leibl,/en/wilhelm-leibl,1844 - 1900,26
Edmund Blair Leighton,/en/edmund-blair-leighton,1852 - 1922,25
Frederic Leighton,/en/frederic-leighton,1830 - 1896,108
William Leighton Leitch,/en/william-leighton-leitch,1804 - 1883,39
Daan Lemaire,/en/daan-lemaire,born 1942,15
Polychronis Lembesis,/en/polychronis-lembesis,1848 - 1913,24
Jean Paul Lemieux,/en/jean-paul-lemieux,1904 - 1990,32
Georges Lemmen,/en/georges-lemmen,1865 - 1916,28
Tamara de Lempicka,/en/tamara-de-lempicka,1898 - 1980,79
Charles-Amable Lenoir,/en/charles-amable-lenoir,1860 - 1926,9
Aristarkh Lentulov,/en/aristarkh-lentulov,1882 - 1943,30
Zoe Lerman,/en/zoe-lerman,1934 - 2014,41
Eugene Leroy,/en/eugene-leroy,1910 - 2000,65
Karl Lessing,/en/karl-lessing,1808 - 1880,25
Leo Leuppi,/en/leo-leuppi,1893 - 1972,34
Emanuel Leutze,/en/emanuel-gottlieb-leutze,1816 - 1868,11
Dana Levin,/en/dana-levin,born 1969,10
Sherrie Levine,/en/sherrie-levine,born 1947,11
Isaac Levitan,/en/isaac-levitan,1860 - 1900,449
Dmitry Levitzky,/en/dmitry-levitzky,c.1735 - 1822,113
Maud Lewis,/en/mod-lyuis,1903 - 1970,18
Norman Lewis,/en/norman-lewis,1909 - 1979,21
Wyndham Lewis,/en/wyndham-lewis,1882 - 1957,41
Sol LeWitt,/en/sol-lewitt,1928 - 2007,74
Frank Xavier Leyendecker,/en/frank-xavier-leyendecker,1876 - 1924,18
J. C. Leyendecker,/en/j-c-leyendecker,1874 - 1951,28
Judith Leyster,/en/judith-leyster,1609 - 1660,23
André Lhote,/en/andr-lhote,1885 - 1962,24
Li Cheng,/en/li-cheng,919 - 967,9
Li CHEVALIER,/en/li-chevalier,born 1961,36
Li Tang,/en/li-tang,c.1050 - c.1130,4
Alexander Liberman,/en/alexander-liberman,1912 - 1999,16
Roy Lichtenstein,/en/roy-lichtenstein,1923 - 1997,121
James Licini,/en/james-licini,born 1937,11
Max Liebermann,/en/max-liebermann,1847 - 1935,71
Jan Lievens,/en/jan-lievens,1607 - 1674,25
Antonio Ligabue,/en/antonio-ligabue,1899 - 1965,29
David Ligare,/en/david-ligare,born 1945,15
Limbourg brothers,/en/limbourg-brothers,c.1385 - c.1416,150
Maya Lin,/en/maya-lin,born 1959,20
Linde Martin,/en/linde-martin,1930 - 2010,20
Richard Lindner,/en/richard-lindner,1901 - 1978,69
Jacques Lipchitz,/en/jacques-lipchitz,1891 - 1973,10
Filippo Lippi,/en/filippo-lippi,c.1406 - 1469,99
Pat Lipsky,/en/pat-lipsky,born 1941,30
Lo Scheggia,/en/lo-scheggia,1406 - 1486,55
Frank Lobdell,/en/frank-lobdell,1921 - 2013,16
Volodymyr Loboda,/en/vladimir-loboda,born 1943,30
Aldo Locatelli,/en/aldo-locatelli,1915 - 1974,13
Verena Loewensberg,/en/verena-loewensberg,1912 - 1986,28
Bertold Löffler,/en/bertold-loffler,1874 - 1960,6
Kimon Loghi,/en/kimon-loghi,1873 - 1952,42
William Logsdail,/en/william-logsdail,1859 - 1944,3
Richard Paul Lohse,/en/richard-paul-lohse,1902 - 1988,39
Gustave Loiseau,/en/gustave-loiseau,1865 - 1935,258
Charles Long,/en/charles-long,born 1958,10
Richard Long,/en/richard-long,born 1945,12
Barbara Longhi,/en/barbara-longhi,1552 - 1638,5
Pietro Longhi,/en/pietro-longhi,1701 - 1785,71
Gregorio Lopes,/en/gregorio-lopes,c.1490 - 1550,15
Antonio Lopez Garcia,/en/antonio-lopez,born 1936,12
Christian August Lorentzen,/en/christian-august-lorentzen,1749 - 1828,19
Ambrogio Lorenzetti,/en/ambrogio-lorenzetti,c.1290 - 1348,20
Pietro Lorenzetti,/en/pietro-lorenzetti,c.1280 - 1348,20
Claude Lorrain,/en/claude-lorrain,c.1600 - 1682,89
Lorenzo Lotto,/en/lorenzo-lotto,c.1480 - 1556,112
Marcelle Loubchansky,/en/marcelle-loubchansky,1917 - 1988,17
Morris Louis,/en/morris-louis,1912 - 1962,111
Seraphine Louis,/en/seraphine-louis,1864 - 1942,14
Louisa Matthiasdottir,/en/louisa-matthiasdottir,1917 - 2000,39
Arthur Lowe,/en/arthur-lowe,1865 - 1940,2
L. S. Lowry,/en/l-s-lowry,1887 - 1976,136
Manuel Rodríguez Lozano,/en/manuel-rodriguez-lozano,born 1891,11
Raul Lozza,/en/raul-lozza,1911 - 2008,15
Gherasim Luca,/en/gherasim-luca,1913 - 1994,38
Maximilien Luce,/en/maximilien-luce,1858 - 1941,13
Stefan Luchian,/en/stefan-luchian,1868 - 1917,89
Rubem Ludolf,/en/rubem-ludolf,1932 - 2010,13
Konrad Lueg,/en/konrad-lueg,1939 - 1996,20
Bernardino Luini,/en/bernardino-luini,c.1480 - 1532,27
Sven Lukin,/en/sven-lukin,born 1934,17
George Luks,/en/george-luks,1867 - 1933,61
Vilhelm Lundstrom,/en/vilhelm-lundstrom,1893 - 1950,10
Jan Luyken,/en/jan-luyken,1649 - 1712,49
José Luzán,/en/jose-luzan,1710 - 1785,4
Viktor Lyapkalo,/en/viktor-lyapkalo,born 1956,20
David Lynch,/en/david-lynch,born 1946,33
Nikolaos Lytras,/en/nikolaos-lytras,1883 - 1927,50
Ma Yuan,/en/ma-yuan,c.1160 - 1225,14
Dora Maar,/en/dora-maar,1907 - 1997,14
Manabu Mabe,/en/manabu-mabe,1924 - 1997,23
Mabuse,/en/mabuse,c.1478 - 1532,58
Frances Macdonald,/en/frances-macdonald-macnair,1873 - 1921,23
J. E. H. MacDonald,/en/j-e-h-macdonald,1873 - 1932,40
Jock Macdonald,/en/jock-macdonald,1897 - 1960,16
Joe Machine,/en/joe-machine,born 1973,48
Heinz Mack,/en/heinz-mack,born 1931,16
August Macke,/en/august-macke,1887 - 1914,128
Landon Mackenzie,/en/landon-mackenzie,born 1954,10
Charles Rennie Mackintosh,/en/charles-rennie-mackintosh,1868 - 1928,50
Margaret Macdonald,/en/margaret-macdonald,1864 - 1933,6
Ligia Macovei,/en/ligia-macovei,1916 - 1998,49
Robert MacPherson,/en/robert-macpherson,born 1937,13
Conroy Maddox,/en/conroy-maddox,1912 - 2005,54
Luis de Madrazo y Kuntz,/en/luis-de-madrazo-y-kuntz,1825 - 1897,14
Nicolaes Maes,/en/nicolaes-maes,c.1634 - c.1693,66
Alberto Magnelli,/en/alberto-magnelli,1888 - 1970,35
Rene Magritte,/en/rene-magritte,1898 - 1967,371
Mahmud Tagiyev,/en/mahmud-tagiyev,1923 - 2001,17
Vivian Maier,/en/vivian-maier,1926 - 2009,10
Aristide Maillol,/en/aristide-maillol,1861 - 1944,18
Benoit Maire,/en/benoit-maire,born 1978,12
Konstantin Makovsky,/en/konstantin-makovsky,1839 - 1915,366
Vladimir Makovsky,/en/vladimir-makovsky,1846 - 1920,114
Vsevolod Maksymovych,/en/vsevolod-maksymovych,1894 - 1914,16
Jacek Malczewski,/en/jacek-malczewski,1854 - 1929,139
Tomas Maldonado,/en/tomas-maldonado,born 1922,15
Konstantinos Maleas,/en/konstantinos-maleas,1879 - 1928,43
Kazimir Malevich,/en/kazimir-malevich,1879 - 1935,360
Anita Malfatti,/en/anita-malfatti,1889 - 1964,35
Małgorzata Serwatka,/en/malgorzata-serwatka,born 1960,159
Jose Malhoa,/en/jose-malhoa,1857 - 1929,19
Malte Sonnenfeld,/en/malte-sonnenfeld,born c.1970,24
Filipp Malyavin,/en/filipp-malyavin,1869 - 1940,39
Vicente Manansala,/en/vicente-manansala,1910 - 1981,22
Antonio Mancini,/en/antonio-mancini,1852 - 1930,22
Alfred Manessier,/en/alfred-manessier,1911 - 1993,48
Edouard Manet,/en/edouard-manet,1832 - 1883,233
Inigo Manglano-Ovalle,/en/inigo-manglano-ovalle,born 1961,13
Robert Mangold,/en/robert-mangold,born 1937,37
Abraham Manievich,/en/abraham-manievich,1881 - 1941,52
Nicolae Maniu,/en/nicolae-maniu,born 1944,19
Arman Manookian,/en/arman-manookian,1904 - 1931,26
Ustad Mansur,/en/ustad-mansur,fl.c. 1620,16
Andrea Mantegna,/en/andrea-mantegna,c.1431 - 1506,145
Manuel Alcaide Mengual,/en/manuel-alcaide-mengual,born 1962,120
Manuela Sambo,/en/manuela-sambo,born 1964,24
Ludwig Manzel,/en/ludwig-manzel,1858 - 1936,22
Piero Manzoni,/en/piero-manzoni,1933 - 1963,22
Giacomo Manzu,/en/giacomo-manzu,1908 - 1991,18
Franz Marc,/en/franz-marc,1880 - 1916,120
Conrad Marca-Relli,/en/conrad-marca-relli,1913 - 2000,61
Louis Marcoussis,/en/louis-marcoussis,1878 - 1941,52
Brice Marden,/en/brice-marden,born 1938,124
Marevna (Marie Vorobieff),/en/marevna-marie-vorobieff,1892 - 1984,61
Viorel Marginean,/en/viorel-marginean,born 1933,46
Boris Margo,/en/boris-margo,1902 - 1995,21
Carlo Maria Mariani,/en/carlo-maria-mariani,born 1931,17
Marcel Marien,/en/marcel-marien,1920 - 1993,17
John Marin,/en/john-marin,1870 - 1953,24
Marina Pallares,/en/marina-pallares,born 1980,62
Marino Marini,/en/marino-marini,1901 - 1980,18
Marinus van Reymerswaele,/en/marinus-van-reymerswaele,c.1490 - c.1546,8
Joseph Marioni,/en/joseph-marioni,born 1943,16
Oliver Mark,/en/oliver-mark,born 1963,36
Mark Sibley,/en/mark-sibley,born 1976,10
Bernardo Marques,/en/bernardo-marques,1898 - 1962,19
Albert Marquet,/en/albert-marquet,1875 - 1947,47
Kerry James Marshall,/en/kerry-james-marshal,born 1955,21
Agnes Martin,/en/agnes-martin,1912 - 2004,57
Henri Martin,/en/henri-martin,1860 - 1943,408
John Martin,/en/john-martin,1789 - 1854,32
Xavier Martinez,/en/xavier-martinez,1869 - 1943,21
Simone Martini,/en/simone-martini,1284 - 1344,10
Nikola Martinoski,/en/nikola-martinoski,1903 - 1973,15
Aldemir Martins,/en/aldemir-martins,1922 - 2006,38
Jorge Martins,/en/jorge-martins,born 1940,16
Maruja Mallo,/en/maruja-mallo,1902 - 1995,21
Mary Jane Ansell,/en/mary-jane-ansell,born 1972,5
Mary Josephine Walters,/en/mary-josephine-walters,born c.1837,1 artwork
Masaccio,/en/masaccio,1401 - 1428,28
Georgi Mashev,/en/georgi-mashev,1887 - 1946,28
Ilya Mashkov,/en/ilya-mashkov,1881 - 1944,219
Vicente Juan Masip,/en/vicente-juan-masip,1507 - 1579,16
George Hemming Mason,/en/george-hemming-mason,1818 - 1872,23
Nyoman Masriadi,/en/nyoman-masriadi,born 1973,39
Andre Masson,/en/andre-masson,1896 - 1987,122
Hassan Massoudy,/en/hassan-massoudy,born 1944,19
Jan Matejko,/en/jan-matejko,1838 - 1893,239
Georges Mathieu,/en/georges-mathieu,1921 - 2012,22
Paul Mathiopoulos,/en/paul-mathiopoulos,1876 - 1956,32
Henri Matisse,/en/henri-matisse,1869 - 1954,1008
Matsutani,/en/matsutani,born 1937,27
Quentin Matsys,/en/quentin-matsys,1466 - 1530,37
Roberto Matta,/en/roberto-matta,1911 - 2002,24
Janos Mattis-Teutsch,/en/janos-mattis-teutsch,1884 - 1960,109
Maxime Maufra,/en/maxime-maufra,1861 - 1918,159
Charles Maurin,/en/charles-maurin,1856 - 1914,18
Anton Mauve,/en/anton-mauve,1838 - 1888,20
Almir Mavignier,/en/almir-mavignier,born 1925,14
George Mavroides,/en/george-mavroides,1912 - 2003,27
Gabriel von Max,/en/gabriel-von-max,1840 - 1915,33
Peter Max,/en/peter-max,born 1937,26
Florin Maxa,/en/florin-maxa,born 1943,16
M. H. Maxy,/en/m-h-maxy,1895 - 1971,46
Galliano Mazzon,/en/galliano-mazzon,1896 - 1978,15
Henry Arthur McArdle,/en/henry-arthur-mcardle,1836 - 1908,11
Allan McCollum,/en/allan-mccollum,born 1944,20
John McCracken,/en/john-mccracken,1934 - 2011,42
Frederick McCubbin,/en/frederick-mccubbin,1855 - 1917,15
Jerry W. McDaniel,/en/jerry-w-mcdaniel,born 1935,11
Barbara McGivern,/en/barbara-mcgivern,born 1957,0
John McLaughlin,/en/john-mclaughlin,1898 - 1976,29
Jon Mcnaughton,/en/jon-mcnaughton,born c.1970,29
Laszlo Mednyanszky,/en/laszlo-mednyanszky,1852 - 1919,54
Guy Mees,/en/guy-mees,1935 - 2003,15
Hatip Mehmed Efendi,/en/hatip-mehmed-efendi,c.1680 - 1773,13
Józef Mehoffer,/en/jozef-mehoffer,1869 - 1946,55
Julie Mehretu,/en/julie-mehretu,born 1970,15
Howard Mehring,/en/howard-mehring,1931 - 1978,25
Cildo Meireles,/en/cildo-meireles,born 1948,14
Victor Meirelles,/en/victor-meirelles,1832 - 1903,14
Ernest Meissonier,/en/ernest-meissonier,1815 - 1891,27
Anton Melbye,/en/anton-melbye,1818 - 1875,16
Max Meldrum,/en/max-meldrum,1875 - 1955,13
Vadym Meller,/en/vadym-meller,1884 - 1962,17
Fausto Melotti,/en/fausto-melotti,1901 - 1986,15
Hans Memling,/en/hans-memling,c.1430 - 1494,164
Menez,/en/menez,1926 - 1995,29
Anton Raphael Mengs,/en/anton-raphael-mengs,1728 - 1779,55
Adolph Menzel,/en/adolph-menzel,1815 - 1905,28
Maria Sibylla Merian,/en/maria-sibylla-merian,1647 - 1717,35
Carlos Merida,/en/carlos-merida,1891 - 1984,34
Luc-Olivier Merson,/en/luc-olivier-merson,1847 - 1920,100
Charles Meryon,/en/charles-meryon,1821 - 1868,18
Jerome Mesnager,/en/jerome-mesnager,born 1961,15
Jean Messagier,/en/jean-messagier,1920 - 1999,34
Antonello da Messina,/en/antonello-da-messina,c.1430 - 1479,41
Mestre Ataíde,/en/mestre-ata-de,1762 - 1830,15
Ivan Mestrovic,/en/ivan-mestrovic,1883 - 1962,13
Willard Metcalf,/en/willard-metcalf,1858 - 1925,122
Gabriel Metsu,/en/gabriel-metsu,1629 - 1667,48
Gustav Metzger,/en/gustav-metzger,born 1926,11
Jean Metzinger,/en/jean-metzinger,1883 - 1956,82
Adam van der Meulen,/en/adam-van-der-meulen,1632 - 1690,41
Corneliu Michailescu,/en/corneliu-michailescu,1898 - 1965,22
Piotr Michałowski,/en/piotr-michalowski,1800 - 1855,23
Henri Michaux,/en/henri-michaux,1899 - 1984,25
Michelangelo,/en/michelangelo,1475 - 1564,179
Arturo Michelena,/en/arturo-michelena,1863 - 1898,32
Grégoire Michonze,/en/gr-goire-michonze,1902 - 1982,55
Frans van Mieris the Elder,/en/frans-van-mieris-the-elder,1635 - 1681,23
Mihai Sârbulescu,/en/mihai-sarbulescu,born 1957,12
Mihri Musfik,/en/mihri-musfik,1886 - 1954,6
Ivan Milev,/en/ivan-milev,1897 - 1927,28
Beatriz Milhazes,/en/beatriz-milhazes,born 1960,32
John Everett Millais,/en/john-everett-millais,1829 - 1896,107
John Miller,/en/john-miller,1931 - 2002,82
